question,answer1,answer2,answer3,answer4,answer5,solution
"외국 회사로부터 수입한 기계에 부속된 특정 소프트웨어의 사용료(라이선스료)가 그 기계의 거래 조건으로서 반드시 지급되어야만 해당 기계를 취득할 수 있었다면, 이 사용료가 관세법상 과세가격에 가산되는지 판단하시오.","이 사용료는 해당 기계의 거래조건으로 지급된 권리사용료에 해당하므로, 과세가격에 가산된다.","이 사용료는 소프트웨어 재현생산권에 대한 대가이므로, 과세가격에 가산되지 않는다.","사용료가 별도 계약에 의해 지급된다면, 과세가격에 가산될 수 없다.","수입자가 부과가치세를 별도로 부담하였으므로, 과세가격에는 포함되지 않는다.",기계의 거래와 무관하더라도 사용료 지급 사실만 있으면 과세가격에 가산된다.,A
"한 회사의 직원 갑은 업무시간이 끝난 후, 회사 내 휴게실에서 개인적으로 준비해온 운동기구로 체력단련을 하던 중 부상을 당했다. 이 휴게실은 직원들의 자율적인 이용이 가능하며, 회사 관리자는 이용에 관여하지 않는다. 갑이 산업재해보상보험법상 업무상 재해로 인한 보상을 청구한 경우, 적법한 판단은 무엇인가?",갑의 부상은 업무상 재해에 해당하지 않는다.,갑의 부상은 휴게실이 회사 내에 있으므로 업무상 재해에 해당한다.,갑의 부상은 업무 준비행위에 해당하므로 업무상 재해에 해당한다.,업무 외 시간의 모든 사고는 사업주 지배·관리 범위에 있으므로 업무상 재해에 해당한다.,직원이 일상적으로 이용하는 공간이므로 특별한 사정이 없어도 업무상 재해로 본다.,A
"세 명의 손님과 한 명의 동료가 호텔 라운지에서 근무 중인 직원을 두고 성적 농담과 신체 접촉을 수차례 반복하였고, 이 중 한 명이 '이게 만지는 거야?'라며 직원의 어깨를 주무르는 행위를 하였다. 해당 손님들은 동료와 합의하여 각자 역할을 분담했다고 하나, 실제로는 한 명만 신체 접촉을 실행하였다. 이 경우, 나머지 동료들에게 특수강제추행죄의 공동정범이 성립하기 위해 필요한 법적 요건은 무엇인가?","실행행위의 시간적·장소적 협동관계와 주관적 공모, 그리고 실행행위의 분담이 있어야 공동정범이 인정된다.",피해자가 불쾌감을 느꼈는지만 확인되면 전원이 공동정범으로 처벌된다.,한 명이 접촉을 실행했다면 별도의 역할 분담이 없어도 모두 공동정범이 된다.,동료들이 현장에 함께 있었다면 공모가 없더라도 모두 공동정범이 성립한다.,"피해자가 동의하지 않았음을 명확히 진술하면, 신체접촉을 한 이외의 사람도 모두 처벌된다.",A
"갑은 인접 대지에 신축된 건물이 일조권 침해 규정을 위반하였다는 이유로, 이미 건축공사가 모두 완료된 상태에서 해당 건축허가처분과 사용검사처분의 취소를 구하고자 행정소송을 제기하였다. 이때 갑이 제기한 취소소송의 법률상 이익 인정 여부에 대한 설명으로 옳은 것은?","건축공사가 이미 완료되어 시정명령 등 추가적 구제를 기대하기 어렵다면, 갑은 더 이상 건축허가처분의 취소를 구할 법률상 이익이 없다.",건축허가처분이 위법하면 공사가 끝난 상태라도 반드시 그 처분의 취소를 구할 법률상 이익이 인정된다.,"행정청의 시정명령권 행사와는 무관하게, 일조권 위반만 주장하면 사용검사처분의 취소로도 권리구제가 바로 이루어진다.","건축과정에서 발생한 손해가 금전배상으로 회복될 수 있다면, 건축허가처분 및 사용검사처분 취소소송의 이익은 계속 인정된다.",인접지가 아닌 제3자가 일조권 침해를 주장하면 건축공사가 끝났더라도 항상 취소를 구할 법률상 이익이 인정된다.,A
"은행 지점장이 본점의 정식 심사나 내부 결재 없이, 개인적 친분이 있는 외부인의 회사가 다른 금융기관으로부터 대출을 받을 수 있도록 본인 소속 금융회사 명의로 그 대출금 채무를 보증하였다. 이후 현저한 손해가 발생하지는 않았으나, 이러한 보증행위가 직무상 의무에 위배되는지 여부와 관련하여, 배임죄가 성립하기 위한 손해의 의미로서 타당한 판단은 무엇인가?",배임죄에서 말하는 손해는 현실적인 손해뿐 아니라 실해 발생의 위험이 있으면 충분하다.,배임죄가 성립하려면 반드시 실제로 본인 재산에 확정적 손해가 발생해야 한다.,"감독 기관의 허가가 없는 한, 어떠한 경제적 위험도 발생하지 않으므로 배임죄는 성립하지 않는다.",손해 판단은 오직 법률적 개념에 따라야 하며 경제적 평가를 해서는 안 된다.,보증이 이루어진 사실만으로 손해는 추정되고 배임죄가 당연히 성립한다.,A
"K시는 관내 H건설의 본점 주소로 행정처분서를 송달하지 못하였고, 대표이사 주소로 보냈으나 역시 반송되자 인터넷 공고를 하여 처분 사실을 알렸다. 그러나 K시는 본점 소재지 변경 사실을 확인한 적이 없고, 그 후 본점으로 송달한 것은 H건설이 행정소송을 제기한 이후였다. 이 때 행정처분의 효력 발생 여부에 대한 법적 판단으로 가장 옳은 것은?",이 사건 처분은 송달절차에 중대한 하자가 있으므로 효력이 발생하지 않는다.,본점 주소로 공고를 했으므로 행정처분이 적법하게 송달된 것으로 본다.,송달이 실제되지 않았어도 H건설이 처분 내용을 알았다면 처분은 소급하여 효력을 가진다.,소송 제기 이후 본점으로 송달되었으므로 송달의 하자는 치유된다.,대표이사 주소로 1회 송달을 시도했으니 절차상 문제는 없다고 본다.,A
다음 중 건설업 등록기준 중 기술인력 미달을 이유로 행정청이 등록말소처분을 할 수 없는 경우로 옳은 것은?,소속 기술자의 퇴직 등으로 기준미달이 되었으나 그 기간이 45일에 불과한 경우,기술인력 미달이 80일간 지속된 경우,기술인력 미달이 영업정지 사유와 함께 발생한 경우,기술인력 미달로 행정청이 이미 1회 영업정지처분을 한 사실이 있는 경우,미달 기간 중 기술인력을 채용하기 위한 노력은 했으나 실제 충원에는 실패한 경우,A
"행정청이 건설업체의 등록말소처분을 함에 있어 해당 업체가 자본금 부족과 기술인력 부족 사유를 일부 정정하였고, 위반의 동기 및 정도가 상대적으로 경미한 예외적 사정이 존재할 때, 아래 법리상 가장 타당한 행정청의 조치는?",위반 동기와 경위 등 특별한 사유가 있다면 등록말소가 아닌 감경 또는 다른 처분도 가능하다.,일단 제재사유가 있으면 위반 경위와 관계없이 등록말소처분만 해야 한다.,감경은 영업정지에만 해당되므로 특별한 사정이 있어도 등록말소에는 적용할 수 없다.,제재사유가 여러 개인 경우 반드시 가장 무거운 등록말소처분을 해야 한다.,위반이 경미해도 자본금 부족이 있었던 이상 등록말소처분만이 적법하다.,A
"회사의 대표이사인 X는 A업체와 특정 장비의 공급계약을 체결하면서, 계약금 및 중도금으로 받은 회사 자금 10억 원 중 4억 원을 회사의 운영자금 부족을 해소하기 위해 임직원 B에게 보수나 업무상 사례비 명목으로 지급하였다. 나머지 6억 원은 계약 목적과 다르게 개인 채무 변제에 사용하였다. 이 경우 X의 법적 책임에 대한 판단으로 옳은 것은?","X가 4억 원을 회사의 이익을 위해 합리적 근거와 필요에 따라 B에게 보수나 사례비로 지급했다면, 해당 부분은 횡령죄가 성립하지 않는다.","X가 아무런 의사결정 절차 없이 4억 원을 B에게 지급했다면, 모든 지급금액에 대해 횡령죄가 인정된다.","X는 중도금 일부라도 계약 원래 목적으로 사용하지 않았다면, 전체 금액에 대해 횡령죄가 성립한다.","중도금을 회사 운영자금으로 사용한 경우에도, 계약과 다르면 무조건 횡령죄가 성립한다.",X가 6억 원을 개인 채무 변제에 사용한 것은 회사 이익에 반하지 않으므로 횡령죄가 성립하지 않는다.,A
"경찰관이 야간에 음주운전 혐의가 있는 운전자 X에게 임의동행을 요구하였으나 X가 명확히 거부하였음에도, 경찰관은 X를 강제로 순찰차에 태워 파출소로 연행하였다. 이후 파출소에서 경찰관이 X에게 정당한 사유 없이 음주측정에 응하라고 3차례 요구했지만 X는 모두 거부하였다. 이 경우 X의 행위에 대한 법적 평가로 옳은 것은?",X는 음주측정거부에 관한 도로교통법위반죄로 처벌될 수 없다.,"X가 파출소에서 경찰관의 요구에 불응했으므로, 음주측정거부죄가 성립한다.","경찰관의 음주측정요구가 있었으므로, X는 반드시 응해야 할 의무가 있다.","설령 최초 연행이 위법하더라도, 파출소에서의 경찰관 행동은 모두 적법하므로 X는 죄가 성립한다.",X가 체포 후에 저지른 행위만 떼어 평가해서 음주측정거부 여부를 판단해야 한다.,A
"개인사업자가 운영하던 무체재산권의 일부를 친족에게 무상으로 이전한 경우, 해당 권리의 평가기준일 전 최근 3년 동안의 '평균소득'을 산정하는 방법에 관한 쟁점이 발생하였다. 이때 평가대상 무체재산권 관련 연도의 총수입금액에서 어떤 항목을 차감해 평균소득을 산정해야 하는가?",총수입금액에서 필요경비를 모두 공제한 후의 금액을 평균소득으로 삼는다.,총수입금액에서 매출원가만을 차감한 매출총이익을 평균소득으로 본다.,당해 무형자산의 평가액은 권리자가 대여한 경우에 한정하여 판정한다.,평가기준일 이전 3년간 연간 총수입금액의 단순평균을 평균소득으로 삼는다.,영업권과 무관하게 매출액만을 기준으로 평가한다.,A
"지자체의 요청에 따라 버스 회사가 영리 목적 없이 벽지 노선에 운행 서비스를 제공하고, 이 비용의 일부에 대해 보조금 형식의 지급을 받는 경우, 그 지급액과 버스 회사의 서비스 제공 사이에 부가가치세 과세상 '대가' 관계가 성립하는지 여부를 가장 올바르게 설명한 것은?",비용의 전부가 보상되지 않더라도 지급액과 서비스 제공 사이에 대가관계가 인정될 수 있다.,용역을 제공받는 상대방이 불특정 다수인 경우에는 대가관계가 인정되지 않는다.,공익적 사업으로 인해 영리를 추구하지 않은 경우에는 대가성을 인정할 수 없다.,지급되는 금액이 실제 제공 비용의 일부에 불과하면 대가성을 인정할 수 없다.,공익 목적의 보조금 지급은 언제나 비과세 대상이 된다.,A
"중소도시 A대학교는 시간강사인 X와 강의전담교수인 Y를 고용하고 있다. X는 학기별 시간제 강의만을 수행하며, 연구가 업무에 포함되지 않는다. Y는 1년 단위 계약에 따라 주당 15시간 강의만을 담당하고, 연구는 강의를 위한 부수적 활동에 불과하다. X가 자신과 Y의 임금 등 근로조건이 다르다며 부당한 차별을 주장할 경우, 두 근로자가 비교대상근로자에 해당하는지 판단하시오.","강의전담교수 Y는 시간강사 X와 동종 유사한 업무를 수행하므로, 비교대상근로자에 해당한다.","강의전담교수 Y는 별도의 연구업무를 주된 업무로 하지 않으므로, 시간강사 X와 비교대상근로자가 될 수 없다.","강의전담교수 Y가 임금 지급방식이 다르기 때문에, 시간강사 X와 같은 업무로 볼 수 없다.","시간강사 X는 전임교수와만 비교할 수 있고, 강의전담교수 Y는 비교대상에서 제외된다.","강의전담교수 Y가 시간강사 X보다 더 많은 출근의무를 지므로, 두 사람은 비교대상근로자가 될 수 없다.",A
"화물 운송업체에서 일하는 김씨는 자신이 소유한 차량을 회사에 등록(지입)하고, 회사로부터 주기적으로 운송지시를 받아 해당 업무를 수행하였다. 김씨는 자신의 차량 유지비, 보험료 및 세금 등을 모두 직접 부담하였고, 일한 실적에 따라 보수를 받았다. 그러나 회사의 고객과 직접 계약하거나 운송 업무를 스스로 거절할 수는 없었고, 실질적으로 회사의 관리자가 업무 지시 및 배분을 하고 있었다. 이 경우, 김씨의 신분에 관한 옳은 법적 판단은 무엇인가?",김씨는 실질적으로 회사의 근로자에 해당한다.,김씨는 독립한 사업자이므로 근로자가 아니다.,김씨는 근로계약이 명시적으로 작성되지 않았으므로 근로자가 될 수 없다.,김씨의 보수가 고정급이 아니므로 근로자가 아니다.,김씨가 차량비용을 부담한 점만으로 근로자성이 부정된다.,A
"甲은 실수로 친구 乙의 오른쪽 약지 끝마디 일부를 문드러뜨려 절단되게 하였다. 의료진은 절단된 부위를 접합하였으나, 일부 조직이 결손되어 추가로 여러 번의 수술이 필요했으며, 손가락이 이전보다 짧아지고 일부 운동 제한이 남았다. 그러나 나머지 손가락 및 손 기능은 유지되고, 평소 생활에 큰 어려움은 없다. 이 경우 甲의 행위가 '불구에 이르게 한 중상해'에 해당하는지 가장 적절하게 판단한 것은?",손가락 끝마디 일부만 절단되고 주요 기능에 현저한 영향이 없다면 중상해죄의 '불구'에 해당하지 않는다.,손가락 조직 일부가 결손된 이상 반드시 중상해죄의 '불구'에 해당한다.,수차례의 추가 수술을 요한다면 이는 곧바로 중상해죄의 '불구'에 해당한다.,평소 생활에 불편이 있더라도 외관상 변화만 있으면 중상해죄의 '불구'에 해당한다.,손가락 끝마디 일부 상실만으로도 형법상 불구는 성립한다.,A
"법원이 성폭력범죄로 형을 선고하는 경우, 장애인복지시설에 취업제한 명령을 반드시 내려야 하는지 문제된다. 다만, 피고인이 초범이고 재범의 위험성이 현저히 낮은 등의 특별한 사정이 있는 경우, 취업제한 명령을 면제할 수 있는지 판단하시오.",재범의 위험성이 현저히 낮거나 기타 특별한 사정이 있으면 취업제한 명령을 면제할 수 있다.,피고인이 범행을 반성하고 초범이면 무조건 취업제한 명령을 면제해야 한다.,모든 성폭력범죄자에게 예외 없이 취업제한 명령을 내려야 한다.,취업제한 명령은 판결 확정 여부와 관계없이 사전적으로 부과될 수 있다.,재범 위험성 판단에서 피해자의 처벌불원 의사는 고려할 수 없다.,A
"500세대 이상의 아파트 단지 내에 이미 사용검사 이후, 인근(통행거리 300m 이내)에 새로운 어린이집이 설립된 경우, 이후 단지 내 국공립 어린이집 공간을 영유아 보육시설에서 근린생활시설로 용도변경하려는 신고가 들어왔다. 관할 행정청은 주택건설 당시 영유아 보육시설 설치가 의무였음을 이유로 용도변경을 불허하였다. 이 처분의 적법성에 관한 판단으로 옳은 것은?","인근에 보육시설이 새로 설치되었다면, 당초 설치의무가 있었더라도 용도변경을 불허할 수 없다.","주택건설계획 승인 시점에 보육시설이 없었다면, 이후 인근에 보육시설이 생겨도 용도변경은 불허된다.","설치의무는 최초 승인 시점에 한정되므로, 이후 상황 변화에 관계없이 용도변경은 허용된다.",아파트 규모와 무관하게 모든 공동주택 내 영유아 보육시설은 용도변경이 불가하다.,"보육시설이 인근에 생겼더라도, 아파트 단지 내 입주자 과반이 반대하면 용도변경을 불허할 수 있다.",A
"증권회사 직원이 고객에게 아무런 정당한 사유 없이 주식거래 손실을 전부 보전해주겠다고 약정한 경우, 이 약정의 효력에 대한 법적 판단으로 옳은 것은 무엇인가?",해당 손실보전 약정은 사회질서에 반하여 무효이다.,정당한 사유가 없어도 약정이므로 유효하다.,약정이므로 손실 전액을 반드시 배상해야 한다.,"손실보전 약정은 정당한 사유가 없더라도 유효하나, 일부 손실에 한해 무효가 된다.","고객의 투자책임이 감경되므로, 증권회사의 책임이 당연히 발생한다.",A
"행정기관이 복합민원에 대하여 민원조정위원회 심의를 거쳐야 함에도, 민원인에게 회의일정을 사전에 통지하지 않고 심의가 이루어졌으며, 서면 의견진술 기회도 별도로 주지 않았다. 이 경우 해당 행정처분의 법적 효력에 관한 판단으로 가장 타당한 것은?",민원조정위원회 심의절차를 적법하게 거치지 않은 데 따른 흠은 특별한 사정이 없는 한 행정처분을 위법하게 하는 취소사유가 된다.,"민원조정위원회 참여와 통지 등은 행정기관의 재량에 속하므로, 이를 위반하였더라도 행정처분에는 영향이 없다.",민원조정위원회 심의절차의 흠결은 경미한 절차상 하자에 불과하여 처분의 효력에는 영향이 없다.,"민원인이 동일한 내용을 과거에도 여러 차례 신청하였다면, 심의절차를 거치지 않아도 처분은 적법하다.","민원조정위원회 심의에 민원인의 출석이 없었더라도, 심의 결과 실체적으로 위법이 없다면 처분은 유효하다.",A
"갑은 심야에 편의점에 들어가 계산대 옆에 서있던 점주 을을 향해 소지하고 있던 맥가이버 칼을 들이대며 현금을 내놓으라 협박하였다. 을이 이에 저항하자 양 손이 뒤엉키는 과정에서 을의 손등에 1cm 가량의 찰과상이 났고, 갑은 돈을 빼앗지 못한 채 도망쳤다. 이 경우 갑에게 적용될 범죄의 성립에 관한 설명으로 가장 옳은 것은?",갑은 강도치상죄의 미수범으로 처벌된다.,갑은 단순강도죄의 미수범에 불과하다.,갑은 폭행치상죄만 성립한다.,갑은 강도죄와 상해죄가 실체적 경합범으로 성립한다.,갑은 상해의 결과가 예견되지 않았으므로 처벌되지 않는다.,A
"국외에서 설립된 투자펀드가 유한파트너십(Limited Partnership) 구조로 운영되고, 구성원과는 별개의 재산을 보유한 채 영리 활동을 수행하며, 영업 행위와 수익 분배 역시 독자적으로 이루어지는 경우, 국내 법인세법상 외국법인으로서 법인세 납세의무를 인정할 수 있는가?",해당 유한파트너십은 우리 법상 합자회사에 유사하므로 외국법인에 해당하여 국내 법인세 과세대상이다.,유한파트너십은 투자자의 책임이 제한되어도 조합적 성격이 강하므로 국내 법인의 개념에는 포함되지 않는다.,해당 국가 세법에서 법인이 아니라고 분류될 경우 국내 법인세법상 법인에도 해당하지 않는다.,구성원이 모두 외국인이라면 국내 법인세 부과 대상에서 제외된다.,국내 투자실체가 없으므로 어떠한 경우에도 국내에서 과세할 수 없다.,A
"갑은 시골 임야에 주택 한 채를 소유하고 있었으나, 이곳에서 가족이 상시로 거주하지 않고 가족들이 산림욕과 휴식을 위해 가끔씩 방문하여 사용하는 정도였다. 해당 주택은 방, 거실, 욕실 등으로 주거에 적합하게 유지·관리되고 있었다. 갑은 도시 아파트를 매도하며 이 농촌 주택을 별장이라 주장하며 1세대 1주택 비과세 혜택을 신청하지 않았다. 세무당국이 이 주택을 소득세법상 주택에 해당한다고 판단할 수 있는지는?",실제 일상적 거주가 없더라도 주택의 구조·기능 등이 주거용에 적합하게 관리되고 있다면 소득세법상 주택으로 볼 수 있다.,별장처럼 상시 주거용이 아니고 휴양 목적으로 사용되었다면 주택에 해당하지 않는다.,별장에 해당하는 경우라도 취득세나 재산세가 별장으로 과세되지 않았다면 주택에 해당한다.,상시 거주자가 없었던 사실이 확인되면 주택으로 볼 수 없다.,별장은 원칙적으로 소득세법상 주택에서 제외되는 것으로 보고 판단해야 한다.,A
"지자체가 특정 법령의 위임을 받아 조례를 제정하려 할 때, 위임규정에서 정한 용어의 묵시적 의미를 확장하여 예외적으로 그 범주에 속하지 않는 시설까지 조례에 포함시켜 설치비용 산정기준을 마련하였다. 처분청은 해당 조례에 근거하여 사업시행자의 부담금을 부과하였다. 이 경우 조례 규정의 효력은 어떻게 판단되어야 하는가?",조례가 상위 법령이 위임한 범위를 벗어나 새로운 규범적 내용을 추가한 경우 그 부분은 무효가 된다.,"상위 법령의 위임 없이 주민 의무를 창설하는 조례라도, 관행상 인용되어 왔다면 효력이 인정된다.","조례의 유효성은 오직 그 제정 과정의 민주적 정당성에 달려 있으므로, 위임 한계를 초과했는지는 문제되지 않는다.","조례가 상위 법령에서 정한 단어를 해석할 때, 항상 처분청의 자의적 해석을 수용해야 한다.",조례는 상위 법령의 체제와 무관하게 해당 기관의 정책적 판단에 따라 대폭적으로 구성될 수 있다.,A
"갑은 자신이 운영하는 사업의 신뢰도를 높이려고, 거래처에 실제로는 존재하지 않는 대규모 은행예금 거래내역서를 위조하여 보여주었다. 이후 이 문서를 신용자료로 제시하여 거래처로부터 거액의 선지급금을 교부받았다. 다음 중 갑의 행위에 대한 형사책임 판단으로 옳은 것은?",갑은 사문서위조죄와 위조사문서행사죄 및 사기죄 모두로 처벌될 수 있다.,"갑은 사문서위조죄로만 처벌되고, 사기죄로는 별도로 처벌받지 않는다.",갑의 행위는 단순히 은행 거래관행을 왜곡한 것이어서 사기가 성립하지 않는다.,거짓 거래내역서가 실제 피해를 발생시키지 않았으므로 사문서위조죄도 성립하지 않는다.,거래내역서가 민간 회사 명의라면 사문서위조죄가 아닌 문서위조죄가 성립한다.,A
"어두운 주택가에서 P는 아무런 연고도 없는 누군가의 집 앞 복도까지 따라간 후, 안에서 갑자기 집주인인 Q가 복도에서 마주치자 Q를 향해 손을 뻗었다. P는 당시 바지 지퍼를 열고 있었으며, 실제로 Q의 몸에 손이 닿지는 않았다. 이 상황에서 강제추행(기습추행) 미수의 실행의 착수가 있다고 볼 수 있는지 결정하시오.","P가 피해자의 몸을 잡기 위해 손을 뻗는 행위 자체가 피해자의 성적 자유를 침해할 고의적 유형력 행사에 해당하므로, 강제추행 미수의 착수로 볼 수 있다.","피해자에게 손이 실제로 닿지 않았으므로, 강제추행의 실행의 착수에 해당하지 않는다.","폭행이 피해자에게 물리적 고통을 줄 정도로 가하지 않은 이상, 강제추행 미수의 실행착수로 볼 수 없다.","피해자가 범인의 의도를 정확히 인지하지 못했다면, 강제추행 미수의 착수는 인정될 수 없다.","유사한 상황에서도 성적 고의가 명백히 입증되지 않는 한, 단순히 손을 뻗었단 사실만으로는 강제추행의 실행착수로 평가할 수 없다.",A
"X는 실질적인 사업활동이 없는 페이퍼컴퍼니를 설립하여, 자신이 중개한 거래의 수수료를 해당 법인 계좌로 받았다. 해당 계좌의 자금은 오로지 X의 사적 목적에 사용되었고, 법인의 회계 처리, 실질적 임직원, 의사결정 절차 등은 존재하지 않았다. 이 경우, 중개 수수료의 귀속에 대한 법적 판단으로 옳은 것은?",해당 수수료는 X의 개인소득으로 보아 종합소득세 과세 대상이 된다.,"수수료가 법인 명의 계좌로 입금된 이상, 실질에 관계없이 법인소득으로 귀속된다.",법적 형태가 법인이므로 X에게 소득세를 부과하면 이중과세에 해당한다.,일정한 회계처리가 되어 있지 않으면 누구에게도 귀속된다고 볼 수 없다.,계좌의 자금이 사적으로 사용되었더라도 법인이 소득을 귀속받은 것이다.,A
"공장 기계 유지보수 직원 L은 평소 신장질환이 있었으나 별다른 지장 없이 근무해 왔다. 최근 장기간 교대근무와 돌발적인 장시간 잔업으로 피로와 스트레스가 극심해졌고, 결국 근무 중 급성 신부전으로 사망하였다. 부검 없이도 동료와 가족의 진술, 의무기록, 업무환경 자료 등으로 위 과로와 기존 신장질환의 악화가 급격하게 진행된 정황이 드러났다. 이때 근로자의 사망이 산업재해보상보험법상 업무상 재해에 해당하는지 판단하시오.","L의 기존 신장질환이 과로 및 스트레스로 통상적 진행 속도 이상으로 급격히 악화되어 사망에 이르렀다면, 상당인과관계가 추단되어 업무상 재해에 포함된다.",부검 등 의학적으로 명백한 사망원인 입증 없이는 업무상 재해로 볼 수 없다.,평소 신장질환이 있었다면 과로나 스트레스가 있어도 사망을 업무상 재해로 인정할 수 없다.,업무와 사망의 인과관계는 평균적 근로자 기준으로만 판단해야 하므로 입증이 부족하다.,업무상 과로와 스트레스가 주된 원인이 아니라면 기존 질병의 악화로 인한 사망은 원칙적으로 업무상 재해가 될 수 없다.,A
"어린이집 교사인 X가 야외활동 중 A(4세)가 다른 아이들과 구역을 벗어나 놀고 있다는 이유로, A의 얼굴에 물을 뿌려 피부에 염증이 생겼다. 이때, X의 행위가 폭행치상죄로 처벌되기 위한 요건에 대한 법적 판단은 무엇인가?",X의 행위가 의도적 물리력 행사로 A의 신체에 상해를 야기했다면 폭행치상죄가 성립한다.,피부염이 경미하고 일상적 사안이므로 폭행치상죄는 성립하지 않는다.,X가 교육적 목적이었다고 주장하면 폭행치상죄 책임은 없다.,피해자의 보호자가 처벌을 원하지 않으면 폭행치상죄는 성립하지 않는다.,상해가 아니더라도 정신적 충격만으로 폭행치상죄가 인정된다.,A
"미성년자인 갑은 동네 놀이터에서 또래 친구 을에게 주먹으로 얼굴을 여러 차례 때리고, 겁을 주어 다른 친구 병과 정으로 하여금 을을 때리도록 시킨 후, 을과 친구들에게 '가지고 있는 돈을 모두 내놓지 않으면 더 때리겠다'며 협박하여 돈을 받았다. 이와 같은 경우, 갑의 범죄 성립에 관한 설명으로 옳은 것은?","갑은 폭행, 강요, 공갈, 상해 등 각각의 죄가 성립하며, 상상적 경합범으로 처벌된다.",갑은 단일 범죄인 상해죄만 성립하고 나머지 행위는 흡수된다.,"갑은 강요와 폭행죄만 성립하며, 공갈죄는 별도로 성립하지 않는다.",갑이 미성년자이므로 형사책임이 면제된다.,"갑의 행위는 동시범으로만 볼 수 있고, 별도의 상해죄 성립은 인정되지 않는다.",A
"Z는 공동으로 감금, 공갈, 성폭력 범행을 저질렀으나 범행 당시 미성년이었고, 범행을 자백하며 깊이 반성하고 있다. 이후 피해자와 합의하여 처벌을 원하지 않는다는 의사를 확인받았다. 이와 같은 사정이 모두 인정되는 경우, Z에 대한 형량을 판단함에 있어서 적법하게 고려되어야 할 사항은 무엇인가?","미성년자인 점, 자백과 반성의 태도, 피해자와 합의하여 처벌을 원하지 않는 점 등은 모두 양형에 유리한 정상으로 참작될 수 있다.",피해자와 합의해 처벌불원을 받았다면 죄책이 사라지므로 무죄 판결을 선고해야 한다.,피해자와 합의했더라도 이미 확정된 전과가 있다면 양형에 전혀 감경사유가 될 수 없다.,미성년자의 경우 범행의 경중과 무관하게 반드시 형의 감경이 이루어져야 한다.,공동범이므로 Z의 성행이나 반성의 태도는 고려하지 않고 다른 공범들과 동일하게 처벌해야 한다.,A
"X회사는 자신이 보유하던 Y회사 주식 일부를 Z회사에 양도하기로 하고, Z회사와 주식매매계약을 체결하였다. 이 과정에서 Z회사의 계열사 중 한 곳이 별도의 계약에 따라 X회사에 금전을 지급했고, 해당 금전이 사실상 주식 양도에 대한 대가임이 밝혀졌다. 이 경우, 증권거래세 과세표준 산정 시 포함해야 할 주식 양도가액에 대한 판단으로 옳은 것은?",Z회사와 계열사가 각각 지급한 금전을 모두 합산하여 주식 양도가액으로 보아야 한다.,Z회사가 X회사에 실제 지급한 금액만 주식 양도가액으로 본다.,계열사가 지급한 금전은 대가로 보기 어렵으므로 주식 양도가액에서 제외된다.,Z회사가 지급한 금액에 해당 주식의 시가를 더한 금액을 주식 양도가액으로 한다.,양수인과 양도인 간 계약서에 기재된 금액만이 증권거래세 과세표준이 된다.,A
"F는 고령의 G를 점심 식사에 초대한 뒤, 우연을 가장해 H와 I 등으로 구성된 도박 모임에 G를 끌어들였습니다. 이들은 미리 조작된 카드를 사용하고, J가 G의 정신을 흐리게 하며, 또 다른 공범 K가 도박 자금을 빌려주는 등 역할을 나누어 치밀하게 사기 도박을 벌였습니다. G는 여기에 속아 현금을 잃었습니다. 이 경우 F의 형법상 책임에 대한 법적 판단으로 옳은 것은?",F는 다른 공범들과 사전에 역할을 분담하고 공모했으므로 사기죄의 공동정범이 성립한다.,F는 단순히 G를 소개한 역할에 불과하므로 사기죄의 방조범에 해당한다.,F가 직접 카드를 섞지 않았으므로 사기죄에서 제외된다.,피해자 G가 스스로 도박 자리에 간 것이므로 사기죄는 성립하지 않는다.,F가 범행 후 자백하고 반성하였으므로 사기죄가 성립되지 않는다.,A
"제과 공장에서 일하던 근로자 박씨는 장시간에 걸친 연속 야간 근무와 단기간 내 갑작스럽게 증가한 업무량, 그리고 상사의 반복적인 질책으로 인해 심한 스트레스와 피로를 겪던 중 뇌출혈로 쓰러졌다. 박씨는 과거 약한 두통 증상이 있었으나 다른 만성질환은 없었다. 박씨의 유족이 산재보상을 청구하는 경우, 어떻게 판단하여야 하는가?","박씨의 기존 두통 증세가 있었더라도 과로와 스트레스가 뇌출혈의 발병에 중대한 기여를 하였다면, 업무상 재해로 인정된다.","박씨가 원래 두통을 앓고 있었으므로, 업무와 무관하게 자연적으로 뇌출혈이 발생한 것으로 보아 업무상 재해로 인정할 수 없다.",업무와 질병 사이의 직접적이고 명백한 의학적 인과관계가 입증되지 않으면 산재를 인정할 수 없다.,비슷한 연령대의 평균인 기준에서 업무와 질병의 인과관계를 판단해야 한다.,뇌출혈은 오로지 고혈압 등 기저질환이 동반된 경우에만 산재로 볼 수 있다.,A
"갑은 길거리에서 자신과 주차 문제로 언쟁하던 을의 뺨을 가볍게 한 차례 손바닥으로 민 후, 사건 이후 피해자인 을과 별도의 합의 없이 처벌받게 되었다. 이 경우 갑에 대한 형의 양정에 가장 적합한 판단은 무엇인가?",피해자와 합의가 이루어지지 않은 점을 불리한 정상으로 참작할 수 있다.,폭행의 정도가 경미하므로 별도의 양형 사유를 고려하지 않고 처벌해야 한다.,피고인의 전과 관계는 양형에 영향을 미치지 않는다.,합의 여부와 무관하게 감경할 사유는 없다.,폭행 후 반성의 태도는 양형 판단에서 고려할 수 없다.,A
