연도,유형,문항번호,질문,지문,보기,선택지,label
2023,과학기술,40,다음으로부터 추론한 것으로 옳은 것만을 <보기>에서 있는 대로 고른 것은?,"투명전극은 투명 디스플레이와 태양광 전지를 포함해 많은 전자 및 에너지 소자에 필수적인 소재이다. 투명전극으로 사용할 수 있는 물질은 가시광선 영역의 빛을 일정량 투과시켜야 하며, 이와 동시에 전기가 잘 흐르는 전도체의 성질을 가져야 한다. 투명 전극의 성능지수 \(\Phi\)는 \(T_{10}\)을 \(R_s\)로 나눈 값이며, 여기에서 T는 가시광선 영역의 빛의 평균 투과율, \(R_s\)는 면(面)저항을 의미한다. 불투명한 물질은 T가 0이며, 부도체는 \(R_s\)가 매우 크다. 전도체 에서 전기가 잘 흐르는 이유는 전도체 안에 많은 자유전자가 있기 때문이다. 자유전자의 개수가 많아지면 \(R_s\)는 줄어들며, 이렇게 많은 자유전자는 가시광선 영역의 빛을 흡수하게 되어 T가 줄어 들기 때문에, T와 \(R_s\)는 서로 양의 상관관계를 갖는다. 
한편 이러한 상관관계는 단일 물질로 이루어진 투명전극의 두께 변화에 따른 T와 \(R_s\) 값들을 관찰해 보면 잘 확인할 수 있다. 투명전극의 두께가 두꺼워질수록 T가 지속적으로 줄어들며, 일정 두께 이상일 경우 0이 된다. 아래는 다양한 투명전극 후보 물질 M1 ~ M4의 두께(nm)에 따른 T와 \(R_s\)의 측정 결과로부터 성능지수 \(\Phi (\times 10^{-4})\)를 정리한 표이다. 
| M1 - 두께 | M1 - Φ | M2 - 두께 | M2 - Φ | M3 - 두께 | M3 - Φ | M4 - 두께 | M4 - Φ |
|:---|:---|:---|:---|:---|:---|:---|:---|
| 8 | 6 | 4 | 5 | 4 | 25 | 32 | 11 |
| 9 | 11 | 5 | 10 | 9 | 35 | 45 | 181 |
| 10 | 9 | 6 | 11 | 14 | 24 | 58 | 504 |
| 11 | 8 | 7 | 6 | 18 | 16 | 70 | 362 |
| 12 | 3 | 9 | 3 | 38 | 3 | 84 | 49 |","<보 기>
ㄱ. \(\Phi\)가 0이 아닐 때, 투명전극의 두께가 얇아지면 \(R_s\)는 커진다. 
ㄴ. 만약 두께가 9nm로 동일한 M1과 M2가 같은 값의 T를 갖는다면, 이때 M2가 M1보다 전기가 잘 통한다. 
ㄷ. 표의 측정값에 한정하여 가장 성능 좋은 투명전극 물질을 찾을 경우, 두께 30 nm 미만에서는 M3를 선택할 것이고, 30 nm 이상에서는 M4를 선택할 것이다.","① ㄱ ② ㄴ ③ ㄱ, ㄷ ④ ㄴ, ㄷ ⑤ ㄱ, ㄴ, ㄷ","ㄱ, ㄷ"
2024,논증평가,1,<견해>에 대한 평가로 옳은 것만을 <보기>에서 있는 대로 고른 것은?,"<견해> 
A: 불법행위는 본래 존재하던 정의로운 상태 또는 형평상태를 파괴하는 행위이다. 따라서 불법행위법은 불법행위로 인하여 파괴된 본래 상태를 회복하여 피해자를 구제하는 시스템이다. 불법행위법에서 회복을 지향하는 것은 정의 또는 윤리에 기초한 요칭이고, 그것이 사회의 효용증진에 이바지하거나 기능직으로 유용하기 때문이 아니다. 나아가 가해자나 제3자(사회공동체 포함)가 아닌 피해자의 관점에서 불법행위 이전의 상태로 완전 하게 회복되지 않는 한 진정한 피해자 구제는 실패한 것이다. 
B: 불법행위는 사람이 고의나 과실로 저지르는 위법행위라는 점에 본질이 있다. 따라서 불법행위법은 불법행위로 말미암은 손해의 회복과 더불어 불법행위의 예방을 목표로 하여야 한다. 불법행위법은 사회 구성원들에게 행위지침을 제시하고 바람 직한 행위로 나아갈 인센티브를 부여하여야 한다. 예방을 위한 메시지는 가해자에게만이 아니라, 가해자를 포함한 공동체 구성원 전원에게 발신되어야 한다. 어떠한 메시지를 전달할 것 인가를 정할 때도 무엇이 공동체에 최고의 선인가를 진지하게 고려하여야 한다.","<보 기>
ㄱ. 불법행위로 물건을 파손한 사안에서 수리비가 그 물건의 교환 가치를 초과한 경우에도 수리비 전액을 피해자에게 배상하도록 X국 법원이 판결하였다면, A는 약화된다. 
ㄴ. 회사의 영업비밀 자료를 경쟁사에 넘겨 이득을 취하였으나 회사에는 현실적 손해가 발생하지 않은 사안에서 그 이득을 손해로 보아 회사에 배상하도록 X국 법원이 판결하였다면, B는 강화된다. 
ㄷ. 비하적 표현을 반복적으로 사용하여 명예를 훼손하였으나 피해자가 용서한 사안에서 그러한 비하적 표현을 용인하는 것이 사회의 자유로운 토론을 저해함을 이유로 제3자에게 배상하도록 X국 법원이 판결하였다면, A는 약화되고 B는 강화된다.","① ㄱ ② ㄷ ③ ㄱ, ㄴ ④ ㄴ, ㄷ ⑤ ㄱ, ㄴ, ㄷ","ㄴ, ㄷ
"
2024,법규범,2,<원칙>에 따라 [규정]을 <사례>에 적용한 것으로 옳은 것만을 <보기>에서 있는 대로 고른 것은?,"<원칙> 법률을 사건에 적용할 때 <가> 법률 규정의 문언이 가지는 '통상적 의미'에 따른다. </가> '통상적 의미'는 '일상적 의미'로 해석하지만, 법학계 에서 확립된 '전문적 의미'가 있어서 '일상적 의미'와 다르면 '전문적 의미'가 우선한다. 만약 단일한 해석이 불가능하면 <나> 문제된 소항과 관련된 조항 또는 관련된 다른 법률과의 연관관계를 고려하여 해석하고, </나> 그래도 단일한 해석이 불가능하면 <다> 입법목적 또는 유사사례와의 형평을 고려하여 해석한다. </다>
[규정] 
제1조 공무원으로 정년까지 근무한 사람에게 정년퇴직수당을 지급 한다. 제2조 ① 공무원으로 총 15년 이상 재직한 사람은 정년퇴직일의 1년 전까지 명예퇴직을 신청할 수 있다. ② 명예퇴직을 신청하는 사람에게 명예퇴직수당을 지급한다. 다만 <a> 명예퇴직수당을 지급받은 사실이 있는 경우 </a>에는 그러 하지 아니하다. 
<사례> 
X국의 갑은 A직 공무원으로 17년 근무한 후 명예퇴직하여 명예 퇴직수당을 지급받았다. 퇴직한 후 갑은 B직 공무원으로 재임용 되었고 이전에 지급받은 명예퇴직수당 전액과 이자 상당액을 반환 하였다. 갑은 B직 공무원으로 5년 근무한 후 정년퇴직일 2년 전에 명예퇴직을 신청하였다(갑은 총 22년의 재직기간을 인정받아 명예 퇴직 신청자격은 충족됨).","<보 기>
ㄱ. <a>가 수당으로 받은 금전적 이익을 실제로 향유하고 있는 경우만을 의미한다는 것이 법학계의 확립된 견해라면, <가>만으로 갑에게 명예퇴직수당이 지급된다. 
ㄴ. <a>가 수당으로 받은 금전적 이익을 실제로 향유하고 있는 경우 만을 의미하는지, 혹은 수당으로 받은 금전적 이익을 실제로 누린 바 없어도 지급받은 사실이 있는 경우까지 의미하는지 논란이 있다면, <나>에 따라 갑에게 명예퇴직수당이 지급된다. 
ㄷ. <a>의 의미가 불명확하고 관련 법률 · 조항을 고려해도 단일한 해석이 불가능한 경우, [규정] 제2조 제2항 단서의 입법목적이 명예퇴직수당의 실질적인 중복 수혜를 막기 위한 것이라면, <다>에 따라 갑에게 명예퇴직수당이 지급된다. ","① ㄱ ② ㄴ ③ ㄱ, ㄷ ④ ㄴ, ㄷ ⑤ ㄱ, ㄴ, ㄷ","ㄱ, ㄷ
"
2024,법규범,3,다음으로부터 <사례>를 판단한 것으로 옳은 것만을 <보기>에서 있는 대로 고른 것은?,"기래 당사자들은 특별한 경우에는 기래에 필요한 정보를 상대방 에게 고지해야 한다. 객관적이고 평균적인 거래 당사자의 입장에서 보아 거래를 결정 하는 데에 중요하지 않은 정보는 고지할 필요가 없다. 거래의 당사자 일방이 가지는 주관적 사정을 고려하면 중요한 정보이더라도 객관적 이고 평균적인 거래 당사자에게 중요한 정보가 아니라면 고지할 필요가 없다. 거래의 당사자 일방이 상대방에게 의미가 있는 주관 적인 사정을 인지하였더라도 마찬가지이다. 객관적이고 평균적인 거래 당사자의 입장에서 중요한 정보(이하 '객관적 정보')인지는 세대별 시상 가격 자이들 가져오는 요인을 동해 판난한다. 객관적 정보는 정보 보유자가 목적한 바에 따라 비용을 들여 조사한 결과로 취득한 것인지 아니면 우연히 취득한 것인지에 따라 고지의무 유무가 달라진다. 전자의 경우 정보 보유자가 거래 상대방 에게 정보를 고지할 필요가 없지만 거래의 일방 당사자가 정보 취득을 위해 탐지 비용을 들인 경우에도 취득한 정보를 통해 이미 비용 지출 목적을 달성하였다면 정보를 고지해야 한다. 후자의 경우 고지의무를 부담하나 정보 제공에 의해 거래 싱대빙이 거래 가격을 상승시킬 유인이 된다면 그 정보를 고지할 필요가 없다. 또한 시장 가격보다 낮은 금액으로 거래할 경우 객관적 정보이더 라도 거래 상대방에게 고지할 필요는 없다. 
<사례> 거래 대상인 A지역 B아파트의 세대별 평(3.3m2)당 시장 가격은 아래 표와 같다. 
| 구분 | 강 조망 | 숲 조망 | 도시 조망 | 기타 조망 |
|:---|:---|:---|:---|:---|
| 평당 가격(만 원) | 2,000 | 1,800 | 1,600 | 1,400 |","<보 기>
ㄱ. 갑이 우연히 B아파트가 재건축되어 시장 가격이 상승될 것임을 알게 된 후 B아파트의 도시 조망 세대를 평당 1,600만 원에 매수하는 경우, 갑은 매도인에게 이 정보를 고지할 의무가 있다. 
ㄴ. 매수인이 강을 보는 것을 두려워한다는 사실을 밝혔음에도 B아파트 강 조망 세대의 소유자 을이 매수인에게 강 조망이라는 사실을 알리지 않고 평당 1,600만 원에 매도하였다면, 을은 고지의무를 위반한 것이다. 
ㄷ. B아파트 숲 조망 세대의 소유자 병이 시장 가격 하락 요인인 바닥의 누수 여부를 확인하기 위해 비용을 들여 조사한 결과 바닥에 누수가 발생하였음을 확인한 후 이 정보를 알리지 않고 평당 1,800만 원에 매도하였다면, 병은 고지의무를 위반한 것 이다. ","① ㄱ ② ㄷ ③ ㄱ, ㄴ ④ ㄴ, ㄷ ⑤ ㄱ, ㄴ, ㄷ","ㄷ
"
2024,법규범,4,[규정]의 적용으로 옳은 것만을 <보기>에서 있는 대로 고른 것은?,"[규정] 제1조 용도지역 또는 용도지구(이하 '용도지역등')에 있는 대지의 용적률(대지 면적에 대한 건물 각 층의 바닥 면적을 합한 전체 면적의 비율)과 건폐율(대지 면적에 대한 건물 바닥 면적의 비율)은 다음과 같다. 
| 구분 | 용도지역 - 주거지역 | 용도지역 - 상업지역 | 용도지구 - 고도지구 | 용도지구 - 경관지구 |
|:---|:---|:---|:---|:---|
| 용적률(%) | 500 | 1,500 | 200 | 100 |
| 건폐율(%) | 70 | 90 | 60 | 50 |
제2조 하나의 대지가 둘 이상의 용도지역등에 걸치는 경우에 다음 각호를 제외하고는 그 대지 중 가장 넓은 면적이 속하는 용도 지역등에 관한 규정을 적용한다. 1. 각 용도지역등에 걸치는 부분 중 가장 작은 부분의 규모가 400m2 이하인 경우, 전체 대지의 용적률과 건폐율은 <계산식> 에 따른 결과값(가중평균 용적률 또는 건폐율)을 적용한다. 다만 대지의 용도변경에 의해 각 용도지역등에 걸치는 부분 중 가장 작은 부분의 규모가 400m2 이하가 된 경우에는 종전보다 용적률과 건폐율이 모두 증가하는 경우에 한하여 <계산식>에 따른 결과값을 적용한다. 2. 대지 위 건축물이 고도지구에 걸치는 경우, 그 대지의 전부에 대하여 고도지구의 대지에 관한 용적률과 건폐율을 적용한다. 다만 건축물이 경관지구에도 걸치는 경우에는 대지의 절반은 경관지구로 나머지 절반은 고도지구로 보고, 전체 대지의 용적률과 건폐율은 <계산식>에 따른 결과값을 적용한다. 
<계산식>
가중평균 용적률(건폐율) = [각 용도지역등에 해당하는 토지 부분의 면적에 그 부분의 용적률(건폐율)을 곱한 값의 총합] ÷ [전체 대지 면적]","<보 기>
ㄱ. 1,000m2의 대지가 상업지역 600m2와 주거지역 400m2로 걸치는 경우, 대지의 용적률은 1,100%이고 건폐율은 82%이다. 
ㄴ. 1,000m2의 대지가 상업지역 550 m2와 주거지역 450 m2로 걸치고 대지 위 건축물이 고도지구와 경관지구에 걸치는 경우, 대지의 용적률은 150%이고 건폐율은 55%이다. 
ㄷ. 1,000m2의 대지가 주거지역 550m2와 상업지역 450 m2로 걸쳐 있었는데 관할관청익 용도변경으로 주거지여 400m2와 상업지역 600 m2로 걸치게 되는 경우, 대지의 용적률은 500% 이고 건폐율은 70%이다. ","① ㄱ ② ㄷ ③ ㄱ, ㄴ ④ ㄴ, ㄷ ⑤ ㄱ, ㄴ, ㄷ","ㄱ, ㄴ
"
2024,논증평가,5,다음으로부터 추론한 것으로 옳지 않은 것은?,"계약은 당사자의 자율적 합의로 성립된다. 계약의 본질과 기능에 비추이 제약법은 당사자의 자율을 승인할 뿐만 아니라 이를 최대한 관철시키고 강화하는 규범체계라야 한다. 당사자의 자율은 어느 경우에 제한할 수 있는가? 이에 대해 세 가지 견해가 있다. 
A: 자율은 그것이 가져오는 결과보다는 자율 그 자체에 가치가 있는 것이기에 보호되어야 한다. 당사자의 의사는 '원래' 존중 할 가치가 있기 때문에, 당사자 일방이 의도했던 의사가 다르게 표시되어 상대방이 그 표시대로 믿었더라도 표시보다는 당사자 일방이 의도한 의사를 존중해야 한다. 국가의 후견적 관여는 자율의 행사가 오히려 자율 그 자체를 본질적으로 침해하는 정도에 이르러야 비로소 정당화된다. 
B: 자율 그 자체의 가치보다는 자율이 당사자에게 가져다주는 효용에 주목하여 자율을 보호해야 한다. 자율을 제한함으로써 당사자에게 발생하는 비용(-)의 절댓값이 당사자에게 발생하는 효용( +)의 절댓값보다 작으면, 자율에 대한 제한은 정당화된다. 자율을 제한하여 당사자 이외의 제3자(국가나 사회 포함)의 효용을 높일 수 있다는 것만으로는 자율에 대한 제한이 정당화 되지 않는다. 
C: 자율 그 자체의 가치보다는 자율이 사회 전체에 가져다주는 효용에 주목하여 자율을 보호해야 한다. 이러한 사고는 효용을 평가할 때 당사자가 아닌 사회 전체에 초점을 맞춘다. 다만 자율을 제한함으로써 당사자에게 발생하는 비용( -)의 절댓값이 당사자에게 발생하는 효용( +)의 절댓값보다 큰 경우에는 그 차액만큼 국가 등이 보상해주어야 자율을 제한할 수 있다. 보상 된 만큼 당사자의 효용은 증가된 것으로 본다.",,"① A에 따르면, 당사자 일방이 자신이 의도했던 의사가 ㉮임에도 실수로 ㉯로 표시하여 상대방이 ㉯로 인식한 경우에도 당사자 일방의 의사를 ㉮로 본다.
② B에 따르면, 당사자의 자율을 정당하게 제한함으로써 발생하는 당사자의 비용(-)과 효용(+)의 합은 항상 양(+)이다.
③ C에 따르면, 당사자의 자율을 제한하는 경우에 당사자의 비용( -)과 효용(+)의 합이 음(-)인 경우가 발생한다.
④ A와 C 중 어느 것에 따르든, 당사자의 자율을 제한하여 발생하는 당사자의 비용(-)과 효용(+)의 합이 양(+)이 되더라도 당사자의 자율을 제한할 수 없는 경우가 존재한다.
⑤ X국 규제기본법이 ""사회 전체에 창출되는 효용의 총합이 자율을 제한하여 발생하는 비용을 초과하는 경우에만 당사자의 자율을 제한한다.""라고 규정한다면, 이는 B보다는 C에 따라 입법된 것이다. ","3
"
2024,논증평가,6,<견해>에 대한 평가로 옳은 것만을 <보기>에서 있는 대로 고른 것은?,"X국에서 드론을 이용하여 고층 아파트 거실을 무단으로 촬영한 사건이 발생하였고, ㉠ 다인의 주기 내부를 외부에서 무단으로 촬영한 행위를 [규정]에 따라 처벌할 수 있는지가 문제되고 있다. 
[규정]
제1조(비밀탐지죄) 공개되지 아니한 타인의 주거나 건조물 내부를 녹음 또는 청취 등의 방식으로 탐지한 자는 5년 이하의 징역에 처한다. 제2조(불법수색죄) 타인의 주거나 건조물을 권한 없이 수색한 자는 3년 이하의 징역에 처한다. 
<견해>
A: ㉠은 비밀탐지죄에 해당한다. '탐지'는 주거 내부의 정보를 알아내어 거주자가 누리는 사생활의 안전감을 침해하는 것이고, '녹음 또는 청취 등의 방식'은 반드시 음향적 또는 청각적 방식에 제한되지 않으므로 녹화 또는 조망의 방식을 포함한다. 
B: ㉠은 불법수색죄에 해당한다. '수색'은 사람이나 물건을 발견 하기 위하여 일정한 장소를 조사하는 것이다. 기존에 불법수색 죄는 주거나 건조물에 적법하게 들어간 사람이 권한 없이 수색 하는 경우를 처벌해왔지만, 불법수색죄의 문언 자체는 주거나 건조물에 들어간 경우만으로 제한하고 있지 않다. 따라서 불법 수색죄는 위법하게 주거나 건조물에 들어가 권한 없이 수색한 사람도 처벌할 수 있고 주거나 건조물 밖에서 그 내부를 권한 없이 수색한 사람도 처벌할 수 있다고 보아야 한다.","<보 기>
ㄱ. 외부에서 창문을 통해 육안으로 타인의 주거를 들여다보는 것 만으로는 비밀탐지죄의 '탐지'에 해당하지 않는다고 X국 법원이 판결하였다면, A는 약화된다. 
ㄴ. 타인의 주거에 위법하게 들어가 정보를 획득하는 행위가 적법 하게 들어가 정보를 획득하는 행위보다 더 위법하다는 것이 [규정] 제1조와 제2조의 형량을 다르게 정한 입법 취지라면, B는 강화된다. 
ㄷ. 경찰이 수배자 갑을 찾기 위해 드론으로 영장 없이 을의 주거를 외부에서 촬영한 행위가 사생활의 안전감을 침해하지는 않았 으나 위법한 '수색'에는 해당한다고 X국 법원이 판결하였다면, A는 약화되고 B는 강화된다. ","① ㄱ ② ㄴ ③ ㄱ, ㄷ ④ ㄴ, ㄷ ⑤ ㄱ, ㄴ, ㄷ","ㄱ, ㄷ
"
2024,법규범,7,[규정]의 적용으로 옳은 것만을 <보기>에서 있는 대로 고른 것은?,"[규정]
제1조 ① 도로관리칭은 도로와 도로구역을 관리한다. ② '도로'란 차도, 보도를 말하며, 도로의 부속물(도로관리청이 도로의 이용과 관리를 위하여 설치하는 주차장, 버스정류시설, 휴게시설 등)을 포함한다. ③ '도로구역'이란 도로를 구성하는 일단의 토지를 말한다. 제2조 ① 도로관리청은 도로 노선의 지정 또는 폐지의 고시가 있으면 해당 도로구역을 지정 또는 폐지하여야 한다. 도로구역의 지정 또는 폐지의 효력은 고시함으로써 발생한다. ② 도로(도로구역 포함)로 지정된 국유지 또는 사유지를 전용 하려는 자는 도로관리청의 허가를 받아야 하고, 매월 일정한 토지점용료(이하 '월 토지점용료')를 납부하여야 한다. 제3조 ① 도로관리청은 도로점용허가를 받지 아니하고 도로를 점용 (이하 '무단점용')한 경우 무단점용한 기간에 대하여 무단점용한 토지에 부과되어야 하는 월 토지점용료의 100분의 150에 상당 하는 금액을 변상금으로 징수한다. ② 도로점용허가를 받은 자가 도로점용허가의 내용을 초파하여 도로를 점용(이하 '초과점용')한 경우 초과점용한 기간에 대하여 초과점용한 토지에 부과되어야 하는 월 토지점용료의 100분의 120에 상당하는 금액을 변상금으로 징수한다. 다만 초과점용이 도로 점용자의 고의 · 과실로 인한 것이 아닌 경우에는 도로 관리청은 초과점용 부분에 대한 토지점용료 상당액을 징수한다.","<보 기>
ㄱ. 도로의 초과점용에 대하여 6,000만 원의 변상금 부과처분을 하였으나, 고의 · 과실 없이 초과점용한 것으로 밝혀져 변상금 부과처분이 취소된 경우, 도로관리청이 초과점용을 이유로 부과할 토지점용료 상당액은 5,000만 원이다. 
ㄴ. 신도로 완공 후, 구도로 노선의 도로구역으로 지정되었던 토지에 도로관리청의 도로점용허가 없이 농지를 조성한 경우가 변상금 부과처분 대상이 아닌 것으로 확정되었다면, 구도로 노선의 도로구역 폐지의 고시가 있었을 것이다. 
ㄷ. 도로인 X국유지(월 토지점용료 1,200만 원)를 도로점용허가 없이 1개월간 점용한 경우 부과처분될 변상금액은, X국유지에 대하여 도로점용허가를 받은 후 인근의 도로구역인 사유지(월 토지점용료 1,500만 원)를 고의로 1개월간 초과점용한 경우 부과처분될 변상금액과 같다. ","① ㄱ ② ㄷ ③ ㄱ, ㄴ ④ ㄴ, ㄷ ⑤ ㄱ, ㄴ, ㄷ","ㄱ, ㄴ, ㄷ
"
2024,법규범,8,[선발 규칙]과 [조정 규칙]의 적용으로 옳은 것만을 <보기>에서 있는 대로 고른 것은?,"P사는 신입사원을 선발할 때 [선발 규칙]의 세 가지 인 중 하나를 적용하여 1,600명을 우선 선발하였고, [조정 규칙]을 적용하여 추가 선발하였다. 
[선발 규칙]
1안: 공대 출신과 비공대 출신을 3:1로 선발한다. 2안: 공대 출신과 비공대 출신을 3:2로 선발하고, 경력자와 비경력 자도 3:2로 선발한다. 이때 비공대 출신 경력자와 비공대 출신 비경력자는 같은 수가 되도록 한다. 3안: 공대 출신 경력지, 공대 출신 비경력지, 비공대 출신 경력지, 비공대 출신 비경력자를 1:1:1:1로 선발한다. 
[조정 규칙] 
1안: 비공대 출신 선발자 수의 4분의 1에 해당하는 비공대 출신을 추가로 선발한다. 추가 선발자 중 경력자와 비경력자는 같은 수가 되도록 한다. 2안: 선발된 경력자 수의 2분의 1에 해당하는 경력자를 추가로 선발한다. 추가 선발자 중 공대 출신과 비공대 출신은 같은 수가 되도록 한다.","<보 기>
ㄱ. [선발 규칙] 1안에 따른 결과를 [조정 규칙] 1안에 따라 조정 하였다면, 최종 선발자 중 경력자의 수는 1,650명을 넘을 수 없다. 
ㄴ. [선발 규칙] 2안에 따른 결과를 [조정 규칙] 2안에 따라 조정 하였다면, 최증 선발자 중 공대 출신의 수는 비공대 출신의 수의 1.5배를 초과한다. 
ㄷ. [선발 규칙] 3안에 따른 결과를 [조정 규칙] 1안에 따라 조정 하고 그 결과를 [조정 규칙] 2안에 따라 조정하였든, [선발 규칙] 3안에 따른 결과를 [조정 규칙] 2안에 따라 조정하고 그 결과를 [조정 규칙] 1안에 따라 조정하였든, 최종 선발된 공대 출신 비경력자의 수는 같다.","① ㄱ ② ㄴ ③ ㄱ, ㄷ ④ ㄴ, ㄷ ⑤ ㄱ, ㄴ, ㄷ","ㄱ, ㄷ
"
2024,법규범,9,[규정]과 <약관>으로부터 추론한 것으로 옳은 것만을 <보기>에서 있는 대로 고른 것은?,"렌디가 사업을 하는 P사는 포인트 적립 제약과 관련한 <악핀>을 두고 있었는데, <약관>의 일부 조항을 개정하여 즉시 시행한다고 공지하자 기존 가입자 중 일부가 개정된 조항이 [규정]에 위반되는 불공정약관조항이라고 주장하고 있다. 
[규정]
제1조 '불공정약관조항'이란 사업자에게만 이익이 되고 고객에게 일방적으로 불리한 내용을 정하고 있는 약관조항을 말한다. 제2조 위원회는 사업자가 제1조를 위반한 경우 사업자에게 해당 불공정약관조항의 삭제 · 수정 등 시정에 필요한 조치를 권고 할 수 있다. 
<약관> 1. 소비자는 렌터카를 이용하여 1년간 주행할 것으로 예상되는 거리에 따라 A, B 플랜 중 하나만 선택하여 가입할 수 있다. 2. 각 플랜의 계약기간은 1년으로 하고, 적립포인트의 유효기간은 각 플랜의 계약기간이 종료된 날로부터 2년으로 한다. 3. 포인트는 다음 표에 따라 적립된다. A 플랜에서는 기준거리를 초과한 경우에만 전체 주행거리에 대해서 포인트가 적립된다. 
| 플랜 | 기준거리 | 적립포인트(km당) - 개정 전 | 적립포인트(km당) - 개정 후 |
|:---|:---|:---|:---|
| A | 1,000 km | 1.5 | 2.0 |
| B | 없음 | 1.0 | 0.5 |","<보 기>
ㄱ. <약관> 개정 후 A 플랜 계약자는 <약관> 개정 전과 동일한 포인트를 적립하기 위하여 25% 더 적은 거리를 주행하여도 충분하나, B 플랜 계약자는 100% 더 많은 거리를 주행하여야 한다. 
ㄴ. 위원회가 개정된 <약관>의 '개정 후' 부분에 대해서 [규정] 제 2조에 따라 시정조치를 권고하는 경우, 기존 가입자에게 개정 된 <약관>을 잔여 계약기간에 적용할지를 선택할 수 있도록 함으로써 기존 가입자의 그 기간에 대한 불공정성을 완화할 수 있다. 
ㄷ. 위원회의 시정조치 권고에 따라, 개정 후 <약관>의 B 플랜을 선택하는 계약자에게 1,000 km를 초과한 부분에 대해서는 1.5 포인트를 적립해주기로 한다면, 2,000 km를 초과하여 운행 해야만 개정 전 <약관>에 따라 R 플랜을 선택한 경우보다 더 많은 포인트가 적립된다.","① ㄱ ② ㄴ ③ ㄱ, ㄷ ④ ㄴ, ㄷ ⑤ ㄱ, ㄴ, ㄷ","ㄴ, ㄷ
"
2024,논쟁/반론,10,<이론>에 따라 [규정]을 <사례>에 적용한 것으로 옳은 것만을 <보기>에서 있는 대로 고른 것은?,"상표는 그것이 등록된 나라에서 상표권으로 보호된다. 그런데 상표가 등록되지 않은 나라에서 상표를 무단 복제하여 상품을 생산하거나 판매하는 경우에 대하여 그 나라의 법원이 재판권을 행사할 수 있는지가 문제된다. 이에 관한 X국의 [규정]은 <이론>에 따라 해석한다. 
[규정] 제○조 X국 법원은 X국에서 상표권이 침해되는 경우 그로 인한 손해배상청구 사건에 대하여 재판권을 행사할 수 있다. 다만 이 경우 X국에서 상표권자가 입은 손해액을 한도로 재판권을 행사한다. 
<이론> A: 상표권은 오직 상표가 등록된 나라에서만 침해될 수 있다. 상표가 등록되지 않은 나라에서 상표를 무단 복제하여 상품을 생산하거나 판매하더라도 상표권 침해는 그 나라가 아니라 그 시점에 상표가 등록되어 있는 나라에서 발생한 것으로 보아야 한다. B: 상표권은 상표가 등록되지 않은 나라에서도 침해될 수 있다. 상표가 등록되지 않은 나라에서 상표를 무단 복제하여 상품을 생산하거나 판매하면 상표권 침해는 그 나라에서 발생한 것으로 보아야 한다. 
<사례> 갑은 P상표를 W국에는 등록하였으나 X국, Y국에는 등록하지 않았다. 을은 X국 공장에서 P상표를 무단 복제하여 부착한 Q상품을 생산하여 W국, X국, Y국에서 판매하였다. 을이 Q상품을 각국 에서 판매하여 얻은 이익만큼 갑은 각국에서 손해를 입었다. 갑은 을을 상대로 X국 법원에 을의 P상표 침해에 대한 손해배상청구 소송을 제기하였다. X국 법원은 이 사건에 대하여 재판권을 행사 할 수 있는지를 [규정]에 따라 판단하고자 한다.","<보 기>
ㄱ. A에 따르면 을이 Q상품을 W국에서 판매하여 갑이 입은 손해에 대하여 X국 법원은 재판권을 행사할 수 있다. 
ㄴ. B에 따르면 을이 Q상품을 X국에서 판매하여 갑이 입은 손해에 대하여 X국 법원은 재판권을 행사할 수 있다. 
ㄷ. A와 B 중 어느 것에 따르든 을이 Q상품을 Y국에서 판매하여 갑이 입은 손해에 대하여 X국 법원은 재판권을 행사할 수 없다. ","① ㄱ ② ㄴ ③ ㄱ, ㄷ ④ ㄴ, ㄷ ⑤ ㄱ, ㄴ, ㄷ","ㄴ, ㄷ
"
